college_code,branch_code,community,college_enc,branch_enc,community_enc,cutoff_trend,hist_closing,hist_opening,hist_mean,hist_count,last_closing,last_year
2712,EI,MBC,165,37,2,-0.7054,181.42,186.64,183.49,23.0,179.5,2024.0
1112,EC,OC,7,34,5,-3.4643,184.05,184.05,184.05,3.0,180.5,2024.0
1399,AD,SC,58,0,6,-0.7621,180.93,188.3,183.23,28.0,179.0,2024.0
2712,CS,SC,165,29,6,-1.3375,181.67,189.3,182.94,39.0,179.5,2024.0
1113,CB,MBC,8,15,2,-2.0625,181.61,182.93,181.5,7.0,179.5,2024.0
4,AT,MBC,248,8,2,0.6061,196.75,199.29,197.61,41.0,197.0,2024.0
4,AT,BC,248,8,0,0.2027,197.21,199.5,197.92,71.0,197.5,2024.0
2731,CS,BC,178,29,0,8.5917,190.66,194.38,195.18,7.0,193.0,2023.0
2006,CG,BC,99,20,0,-0.1993,196.79,199.29,197.56,57.0,196.5,2024.0
1414,CS,BC,67,29,0,0.7074,188.61,194.71,192.26,30.0,191.0,2024.0
4,AT,BCM,248,8,1,-0.0072,196.0,198.5,196.95,10.0,196.0,2024.0
2006,CG,OC,99,20,5,-0.125,198.04,198.54,198.28,5.0,198.0,2024.0
2006,CG,MBC,99,20,2,0.0905,195.5,198.46,196.71,26.0,195.5,2024.0
4,AT,SC,248,8,6,2.7344,190.71,197.79,193.92,24.0,193.5,2024.0
2377,AD,BC,117,0,0,-0.3639,194.38,197.17,195.48,51.0,193.5,2024.0
4,RA,OC,248,87,5,0.0,196.33,196.46,196.33,6.0,196.0,2024.0
2377,AD,MBC,117,0,2,0.5815,192.21,195.54,193.5,24.0,192.5,2024.0
2377,AD,OC,117,0,5,-0.25,196.12,196.12,196.34,4.0,195.5,2024.0
2764,IT,BC,199,57,0,-1.2994,183.88,194.12,186.36,55.0,184.0,2024.0
5910,CS,MBC,318,29,2,-1.8008,180.0,191.5,183.82,18.0,179.0,2024.0
2751,CS,BC,191,29,0,-2.3174,181.08,194.38,184.62,31.0,179.5,2024.0
4,RA,BC,248,87,0,-0.3408,194.29,197.21,195.47,33.0,194.5,2024.0
1399,AM,MBC,58,4,2,-0.4786,186.46,193.25,188.72,31.0,186.5,2024.0
1399,AM,BC,58,4,0,-0.8167,189.83,194.98,191.11,55.0,189.0,2024.0
1211,AD,BC,25,0,0,-1.4402,186.25,195.58,188.52,120.0,185.0,2024.0
1432,AM,MBC,78,4,2,-3.2899,180.5,193.29,184.17,24.0,179.0,2024.0
2710,IT,MBC,163,57,2,1.4808,181.08,193.67,184.41,35.0,182.0,2024.0
4,RA,MBC,248,87,2,0.3013,193.21,195.62,194.52,19.0,193.5,2024.0
2718,SC,BC,169,91,0,-1.2701,187.74,193.0,189.04,70.0,187.5,2024.0
2006,CG,BCM,99,20,1,0.48,195.77,195.77,195.77,2.0,195.98,2023.0
2377,CB,BC,117,15,0,-0.6938,192.64,195.5,193.99,36.0,192.0,2023.0
2377,AD,BCM,117,0,1,1.0357,194.62,195.42,195.24,5.0,195.0,2024.0
1399,AM,OC,58,4,5,-0.6838,191.38,193.17,191.82,11.0,190.5,2024.0
2618,CS,MBC,129,29,2,-1.7043,180.38,194.58,184.65,35.0,179.5,2024.0
3011,BT,MBC,203,13,2,-0.125,183.5,186.05,183.77,6.0,179.0,2024.0
1414,CS,OC,67,29,5,6.695,190.93,192.33,190.48,3.0,194.5,2023.0
1399,SC,BC,58,91,0,-0.4318,189.08,194.04,190.92,34.0,189.0,2024.0
1432,EC,MBC,78,34,2,-1.4629,180.48,194.3,185.47,34.0,179.0,2024.0
4955,AD,OC,274,0,5,-0.325,188.97,188.97,188.97,3.0,185.0,2024.0
2704,AD,BC,158,0,0,-5.63,183.15,188.98,187.32,7.0,182.0,2024.0
2007,AT,BCM,100,8,1,1.125,193.84,194.2,194.26,5.0,195.0,2024.0
4955,CS,BC,274,29,0,-3.2817,180.93,188.43,181.9,8.0,180.0,2024.0
1399,AM,BCM,58,4,1,-0.3337,189.38,192.87,191.11,11.0,189.5,2024.0
2707,BM,SCA,160,10,7,5.6667,190.6,190.6,190.6,2.0,194.0,2023.0
3016,CS,MBC,204,29,2,7.965,190.59,190.59,190.59,2.0,194.0,2023.0
4960,AD,BCM,277,0,1,-2.25,187.79,187.79,187.79,3.0,183.0,2024.0
1315,CE,SC,49,18,6,-2.1235,186.18,186.85,184.86,5.0,180.0,2024.0
1216,CS,BCM,26,29,1,0.3836,180.45,192.75,185.96,17.0,179.0,2024.0
1211,AD,MBC,25,0,2,-1.5935,183.62,194.17,186.09,61.0,182.0,2024.0
2739,AM,BC,183,4,0,0.6105,181.21,195.92,185.32,57.0,182.0,2024.0
4023,CS,BCM,250,29,1,-1.5,184.91,188.64,187.21,6.0,182.0,2024.0
2656,CS,MBC,153,29,2,-0.641,183.0,191.46,186.53,8.0,182.5,2024.0
2707,AG,BC,160,2,0,1.25,193.88,193.88,193.88,3.0,195.0,2024.0
1216,AD,OC,26,0,5,-1.96,180.79,188.71,183.51,12.0,180.5,2024.0
4,RA,BCM,248,87,1,1.25,194.21,194.21,194.21,3.0,195.5,2024.0
1113,AD,MBC,8,0,2,-1.8558,180.38,192.79,183.68,29.0,180.0,2024.0
2607,AD,BC,120,0,0,-2.8589,183.32,187.32,186.03,4.0,181.0,2024.0
2722,AM,BC,172,4,0,-1.6445,180.17,191.46,183.1,38.0,179.5,2024.0
1419,AM,MBC,69,4,2,-1.525,179.83,187.21,181.71,7.0,179.0,2024.0
1432,AD,MBC,78,0,2,-1.2167,179.83,192.67,184.07,64.0,179.0,2024.0
1412,CS,BC,65,29,0,-0.4545,187.88,187.88,187.18,4.0,185.5,2024.0
5,CF,MBC,298,19,2,-0.1858,183.64,188.92,186.14,4.0,186.5,2024.0
4974,CE,MBC,287,18,2,0.3056,181.9,185.7,185.07,4.0,180.5,2024.0
1210,CB,BC,24,15,0,-5.5,182.75,186.42,185.79,6.0,179.0,2024.0
3826,AG,BC,233,2,0,5.65,190.58,190.58,190.58,2.0,193.0,2023.0
1432,AM,BC,78,4,0,-2.3139,181.58,193.08,184.79,56.0,180.5,2024.0
2727,BT,BC,176,13,0,-0.0026,185.32,188.73,187.33,5.0,186.0,2024.0
4972,EC,BC,286,34,0,2.25,186.43,190.14,188.64,3.0,186.0,2023.0
1013,CS,SC,1,29,6,2.8383,177.7,188.92,184.07,3.0,178.0,2023.0
3011,BT,BCM,203,13,1,1.5225,190.98,190.98,190.98,2.0,192.0,2023.0
2025,AD,MBC,101,0,2,0.5999,180.79,193.38,186.78,44.0,181.0,2024.0
2377,CB,MBC,117,15,2,-0.0043,189.79,192.41,191.0,14.0,190.0,2023.0
2706,CS,MBC,159,29,2,-0.1395,179.8,192.39,184.96,11.0,179.0,2024.0
2751,CB,BC,191,15,0,-3.3125,181.36,187.77,183.09,11.0,179.0,2024.0
2718,SC,OC,169,91,5,-1.875,190.29,191.42,190.85,6.0,189.5,2024.0
4962,AD,BC,279,0,0,-1.9227,181.17,192.38,184.84,21.0,179.0,2024.0
2751,IT,MBC,191,57,2,-1.6137,181.03,189.53,183.88,9.0,179.5,2024.0
2025,AD,BC,101,0,0,-0.3275,181.71,193.38,185.8,49.0,181.5,2024.0
1399,SC,MBC,58,91,2,0.7366,186.92,193.38,189.13,19.0,186.5,2024.0
3,BP,BC,202,11,0,-3.8674,180.27,192.88,185.23,45.0,179.0,2024.0
2708,CS,MBC,161,29,2,0.4972,180.86,194.04,187.77,17.0,179.86,2024.0
4020,CS,BCM,249,29,1,-1.54,183.27,187.96,184.17,8.0,179.5,2024.0
2751,AD,BC,191,0,0,-1.2255,180.41,193.49,183.92,25.0,179.5,2024.0
2739,EC,BCM,183,34,1,0.297,182.05,189.18,185.44,8.0,182.5,2024.0
1408,EC,BC,62,34,0,-2.25,184.5,189.93,186.86,3.0,181.5,2023.0
2727,CS,BC,176,29,0,-2.2048,180.77,187.13,185.52,15.0,180.0,2024.0
2710,EC,BCM,163,34,1,-1.16,183.7,188.82,186.2,6.0,181.0,2024.0
1324,IT,BC,55,57,0,-0.4933,182.5,191.87,186.54,8.0,185.0,2024.0
2656,AD,BC,153,0,0,-1.879,183.23,188.43,184.82,12.0,185.5,2024.0
1419,CI,BC,69,22,0,-2.3,180.0,187.25,181.68,12.0,179.0,2024.0
2764,CB,BC,199,15,0,-0.4369,182.54,190.38,182.5,41.0,181.5,2024.0
2739,EC,OC,183,34,5,1.0,185.64,192.73,188.2,9.0,188.0,2024.0
1216,IT,BC,26,57,0,-0.7776,179.83,188.88,181.34,30.0,179.0,2024.0
2608,CS,OC,121,29,5,3.5,189.0,189.0,189.0,2.0,190.5,2023.0
4,RA,SC,248,87,6,1.8333,186.33,191.25,188.66,10.0,187.0,2024.0
1304,SC,BC,43,91,0,-2.5315,180.12,186.46,182.28,16.0,179.0,2024.0
5910,CS,BCM,318,29,1,-0.9654,181.94,188.66,185.16,10.0,181.5,2024.0
2706,EC,BC,159,34,0,-0.9697,180.88,192.62,182.79,37.0,179.0,2024.0
4955,AD,BCM,274,0,1,-3.5508,186.31,190.93,186.7,4.0,183.065,2023.0
2710,CS,MBC,163,29,2,0.154,182.49,192.54,186.5,49.0,184.0,2024.0
3464,CS,MBC,212,29,2,-1.3998,180.23,186.65,183.62,9.0,179.88,2024.0
1432,AM,OC,78,4,5,1.0,189.5,189.5,189.5,3.0,190.0,2024.0
1211,AD,OC,25,0,5,-2.0,189.92,192.42,191.17,6.0,188.0,2024.0
1399,SC,OC,58,91,5,-1.0714,191.33,192.33,192.4,6.0,192.0,2024.0
1422,CS,MBC,72,29,2,-1.1569,180.81,190.85,183.15,25.0,179.0,2024.0
2710,EC,MBC,163,34,2,-3.3327,182.96,188.71,183.39,30.0,180.0,2024.0
1419,AM,OC,69,4,5,-2.9387,184.42,188.36,186.54,8.0,182.5,2024.0
2708,EC,BC,161,34,0,1.1375,189.67,190.17,189.92,6.0,191.0,2024.0
4962,EC,OC,279,34,5,-1.3137,182.41,190.86,185.15,8.0,182.5,2024.0
3819,CS,BCM,230,29,1,0.3676,181.79,190.0,185.85,7.0,182.5,2024.0
1014,IT,BC,2,57,0,-1.3274,185.67,189.86,186.69,4.0,189.5,2024.0
2764,AM,BC,199,4,0,-0.4397,183.69,190.67,185.96,39.0,185.5,2024.0
2646,AD,MBC,146,0,2,2.5,188.43,188.43,188.82,3.0,189.5,2023.0
1419,ME,BC,69,65,0,-2.3518,182.24,187.57,185.0,7.0,181.0,2024.0
2764,CE,BC,199,18,0,-1.1867,181.49,189.08,185.02,10.0,181.5,2024.0
1399,MZ,BCM,58,76,1,-0.6466,187.03,188.91,187.69,5.0,184.5,2024.0
2607,EC,MBC,120,34,2,0.585,189.11,189.11,189.11,2.0,189.5,2023.0
1408,CS,MBC,62,29,2,-0.0813,180.25,188.25,184.22,11.0,180.0,2024.0
4974,EC,MBC,287,34,2,-1.0564,180.83,191.38,183.44,46.0,180.5,2024.0
2006,ME,SCA,99,65,7,-0.7692,187.5,187.5,187.5,3.0,185.5,2024.0
4971,CS,BCM,285,29,1,0.9474,183.65,187.05,184.55,8.0,186.5,2024.0
4981,AD,BC,291,0,0,-8.0,184.57,190.29,186.18,3.0,179.0,2023.0
3806,CS,BC,223,29,0,-0.2283,180.58,189.99,184.77,6.0,180.5,2024.0
2722,SC,BC,172,91,0,-1.7808,180.71,189.29,183.33,35.0,179.5,2024.0
4955,CS,OC,274,29,5,-2.1733,184.14,185.23,184.45,5.0,179.5,2024.0
2706,EE,BC,159,35,0,-0.5661,185.99,185.99,185.99,3.0,183.5,2024.0
5008,MG,OC,299,67,5,0.1346,188.95,188.95,188.95,3.0,189.0,2024.0
2006,MT,BCM,99,73,1,-1.0192,185.95,185.95,185.95,3.0,183.0,2024.0
1399,SC,BCM,58,91,1,-0.4482,189.58,190.12,189.85,4.0,189.19,2024.0
5907,CS,BCM,317,29,1,-0.75,187.38,187.38,187.38,3.0,186.0,2024.0
2710,SC,BC,163,91,0,-0.1841,182.72,189.85,183.97,26.0,182.5,2024.0
2377,CB,BCM,117,15,1,-0.333,189.14,189.14,189.14,2.0,189.0,2023.0
2718,ME,BC,169,65,0,-2.075,179.98,185.86,181.22,15.0,179.0,2024.0
4,AE,SCA,248,1,7,-0.4333,187.15,187.36,187.36,4.0,186.0,2024.0
4933,CS,BC,265,29,0,-0.46,188.81,188.81,188.81,2.0,188.5,2023.0
2718,CD,BC,169,17,0,-1.4922,185.0,189.96,186.74,51.0,185.0,2024.0
4962,CS,BCM,279,29,1,-1.2927,182.01,188.92,184.51,11.0,179.5,2024.0
3786,ME,BC,217,65,0,4.1667,186.0,186.0,186.0,2.0,188.5,2023.0
2615,CS,SC,127,29,6,-0.177,180.66,187.54,183.28,13.0,181.0,2024.0
4960,AD,MBC,277,0,2,-2.3889,180.58,187.33,182.11,10.0,179.0,2024.0
2764,AD,MBC,199,0,2,-4.2065,183.62,189.92,183.75,18.0,180.5,2024.0
1311,EC,OC,48,34,5,3.0,186.2,186.2,186.2,2.0,188.0,2023.0
1211,AD,BCM,25,0,1,-0.0682,186.5,191.83,188.04,10.0,186.0,2024.0
3819,EC,BCM,230,34,1,0.0833,179.4,187.0,183.22,3.0,178.5,2023.0
5,CS,MBC,298,29,2,-0.9258,180.88,186.81,183.12,11.0,181.0,2024.0
2702,IT,OC,157,57,5,-0.9392,186.73,187.41,186.26,9.0,185.0,2024.0
4944,CS,BCM,268,29,1,0.3185,190.35,190.58,190.44,4.0,192.5,2024.0
2706,AD,BC,159,0,0,-0.351,179.56,189.8,182.84,39.0,179.0,2024.0
1419,AM,BC,69,4,0,-1.4569,180.33,190.93,182.93,41.0,179.0,2024.0
3,BP,SC,202,11,6,-3.75,186.74,186.74,186.74,3.0,183.5,2024.0
1316,CS,MBC,50,29,2,-4.3182,184.29,186.54,186.33,4.0,181.0,2024.0
4,RP,SC,248,89,6,-3.7167,181.35,187.12,183.36,5.0,179.0,2024.0
2715,EC,BC,167,34,0,-2.5875,185.06,188.39,186.04,3.0,182.5,2023.0
2618,EC,MBC,129,34,2,-3.7692,183.42,192.79,184.51,11.0,179.5,2024.0
4944,AD,BC,268,0,0,1.5556,180.5,190.21,185.16,10.0,179.0,2024.0
2025,CS,BCM,101,29,1,0.2,182.5,188.21,185.19,6.0,183.0,2024.0
3819,EC,SC,230,34,6,-2.4913,183.51,184.27,183.09,5.0,179.0,2024.0
2006,CG,SC,99,20,6,1.185,186.0,188.67,187.4,17.0,187.5,2024.0
4944,CS,OC,268,29,5,-1.75,182.36,186.64,184.23,3.0,180.0,2023.0
2712,EI,BCM,165,37,1,-0.9286,183.25,185.83,184.48,5.0,182.0,2024.0
2739,CB,OC,183,15,5,0.1667,183.77,189.14,186.45,5.0,182.5,2024.0
4678,AD,OC,256,0,5,0.6025,187.1,187.1,187.1,2.0,187.5,2023.0
2618,AD,MBC,129,0,2,1.8009,178.2,188.4,183.36,14.0,179.5,2024.0
4955,AD,BC,274,0,0,-0.1933,180.2,190.92,185.36,5.0,179.0,2024.0
2620,CS,MBC,130,29,2,-6.5,189.79,189.79,189.79,2.0,187.0,2023.0
2718,CD,OC,169,17,5,-1.6912,187.46,188.0,187.98,7.0,187.0,2024.0
2764,ME,BC,199,65,0,-2.75,183.38,185.38,184.28,4.0,182.5,2024.0
2025,ME,MBC,101,65,2,3.3333,185.0,185.0,185.0,2.0,187.0,2023.0
2653,CS,MBC,152,29,2,-0.6207,181.2,185.3,183.28,9.0,181.0,2024.0
2764,CS,SC,199,29,6,-2.7886,183.59,183.8,182.68,4.0,180.0,2024.0
4960,EE,MBC,277,35,2,3.5,184.9,184.9,184.9,2.0,187.0,2023.0
5910,EC,MBC,318,34,2,0.8058,182.5,187.65,184.97,9.0,181.5,2024.0
2006,FY,OC,99,48,5,-0.495,187.33,187.33,187.33,2.0,187.0,2023.0
1211,CB,BCM,25,15,1,-0.7304,184.51,187.05,185.5,7.0,183.0,2024.0
2751,IT,BC,191,57,0,-0.8374,181.12,189.05,184.51,14.0,181.5,2024.0
2726,CS,BC,175,29,0,-2.6503,181.14,188.06,183.37,8.0,179.98,2024.0
2751,CS,OC,191,29,5,-2.2489,182.25,185.34,183.39,4.0,183.0,2024.0
4944,EC,BCM,268,34,1,-2.6925,188.3,188.3,188.3,2.0,186.5,2023.0
2618,CS,BCM,129,29,1,-6.5,182.36,189.71,186.04,4.0,180.0,2023.0
2718,SC,MBC,169,91,2,-0.2118,183.75,189.83,186.12,29.0,184.5,2024.0
2739,CS,BCM,183,29,1,-0.05,181.08,190.42,183.95,12.0,179.0,2024.0
1419,EI,BC,69,37,0,-2.25,184.27,185.59,184.52,5.0,181.0,2024.0
2607,CS,MBC,120,29,2,-2.81,182.49,186.2,183.56,4.0,180.0,2023.0
5008,CN,BCM,299,26,1,-1.6328,182.41,184.33,183.92,5.0,181.5,2024.0
1216,CS,SC,26,29,6,-0.4054,185.81,185.81,185.81,3.0,185.0,2024.0
1309,AD,BC,46,0,0,-2.25,180.0,186.0,182.4,3.0,177.0,2023.0
2005,CS,SCA,98,29,7,-0.5909,186.71,188.06,187.69,5.0,186.5,2024.0
4962,AD,BCM,279,0,1,-7.5,189.21,189.21,189.21,2.0,186.0,2023.0
4678,CS,MBC,256,29,2,-1.0357,184.38,189.08,186.26,5.0,182.5,2024.0
2712,ME,OC,165,65,5,1.7892,182.95,184.7,182.5,7.0,182.0,2024.0
4959,AD,BC,276,0,0,-3.4167,184.83,187.5,184.64,4.0,182.0,2023.0
1315,CS,SCA,49,29,7,-1.7647,185.82,186.5,185.43,5.0,184.0,2024.0
1310,CS,OC,47,29,5,1.4259,179.7,186.25,183.21,5.0,180.5,2024.0
2722,AD,MBC,172,0,2,0.6034,179.83,186.17,181.98,34.0,179.0,2024.0
1432,EC,BCM,78,34,1,-1.0078,182.73,188.17,184.89,9.0,179.0,2024.0
5536,EC,BC,308,34,0,-1.43,186.45,186.45,186.45,2.0,185.5,2023.0
2723,IT,MBC,173,57,2,-2.2339,183.64,183.64,183.64,3.0,180.5,2024.0
1304,AM,OC,43,4,5,-2.6053,183.29,184.92,184.38,7.0,180.5,2024.0
3819,IT,BC,230,57,0,-3.39,180.13,183.04,180.32,6.0,179.0,2024.0
1112,CS,BCM,7,29,1,-2.0439,181.59,185.11,183.7,7.0,179.5,2024.0
2719,AD,MBC,170,0,2,-2.8475,182.04,187.46,183.21,12.0,180.5,2024.0
2,IS,SC,97,56,6,-2.597,180.78,183.5,182.18,8.0,179.5,2024.0
4959,EC,BC,276,34,0,-3.8108,184.98,187.32,184.42,4.0,182.0,2023.0
2722,IT,MBC,172,57,2,0.1763,179.96,185.92,180.22,27.0,179.0,2024.0
2656,AD,MBC,153,0,2,-0.718,184.67,186.94,185.24,6.0,183.0,2024.0
1399,EE,BCM,58,35,1,0.25,187.38,187.38,187.38,3.0,188.5,2024.0
2764,CH,BC,199,21,0,-0.82,181.99,186.95,184.2,5.0,181.5,2024.0
2743,AD,BC,186,0,0,3.0,183.7,183.7,183.7,2.0,185.5,2023.0
1120,EC,BC,12,34,0,0.75,181.75,183.25,181.75,5.0,179.5,2024.0
3843,CS,MBC,239,29,2,-2.0,183.33,185.21,183.68,4.0,180.0,2024.0
2725,IT,BC,174,57,0,-0.855,186.07,186.07,186.07,2.0,185.5,2023.0
1304,AM,BC,43,4,0,-1.7212,179.85,188.92,182.31,22.0,179.0,2024.0
1,PT,SC,0,86,6,-0.17,185.39,186.66,185.42,4.0,187.5,2024.0
2726,EC,BC,175,34,0,-0.1379,179.06,185.52,182.25,5.0,179.11,2024.0
1399,EE,MBC,58,35,2,-0.2554,183.71,188.19,186.29,17.0,185.0,2024.0
2726,AL,BC,175,3,0,-1.485,184.43,184.43,184.43,3.0,183.03,2024.0
2006,RA,SC,99,87,6,-0.9625,181.64,186.5,184.27,9.0,182.2,2024.0
1304,IT,MBC,43,57,2,-2.099,180.27,186.31,181.16,19.0,179.0,2024.0
1399,MZ,SC,58,76,6,2.5,181.3,184.5,182.36,4.0,186.0,2024.0
2735,AD,BC,180,0,0,-0.6864,182.08,188.58,184.43,20.0,182.5,2024.0
2025,AD,OC,101,0,5,-1.0,185.21,185.64,185.6,3.0,185.0,2023.0
1399,ME,MBC,58,65,2,-0.5157,180.69,185.17,182.37,26.0,179.75,2024.0
5921,CS,BCM,322,29,1,2.0833,183.15,185.65,184.45,5.0,183.0,2024.0
1112,AL,OC,7,3,5,-2.9848,180.86,183.04,181.37,6.0,179.5,2024.0
3,BP,MBC,202,11,2,-3.9369,182.42,191.17,186.14,17.0,179.0,2024.0
2704,AD,MBC,158,0,2,1.2857,181.08,186.25,183.13,8.0,182.0,2024.0
4944,EC,MBC,268,34,2,1.0,191.13,191.13,191.13,3.0,195.0,2024.0
1210,AD,MBC,24,0,2,-2.2477,180.11,183.87,180.87,12.0,179.0,2024.0
2702,CB,OC,157,15,5,-1.1852,184.76,184.82,185.18,4.0,184.0,2024.0
5901,EE,MBC,314,35,2,-0.5165,179.56,187.53,183.11,49.0,179.0,2024.0
3852,CS,BC,241,29,0,-1.2175,185.31,185.31,185.31,2.0,184.5,2023.0
2722,AM,OC,172,4,5,-2.0,183.75,184.58,184.1,5.0,181.5,2024.0
2751,CS,MBC,191,29,2,1.1,182.79,187.12,185.06,6.0,182.5,2024.0
3826,AD,BC,233,0,0,0.875,182.96,188.04,184.59,9.0,183.0,2024.0
2722,CI,BC,172,22,0,-1.5197,180.71,184.67,180.41,23.0,179.0,2024.0
2722,EC,MBC,172,34,2,-1.9629,179.99,185.91,180.75,22.0,179.0,2024.0
3795,CS,BC,218,29,0,-1.4239,182.67,186.21,183.07,11.0,179.5,2024.0
2702,AD,OC,157,0,5,-0.6804,185.45,185.45,185.45,3.0,185.5,2024.0
2762,AD,BC,197,0,0,3.1667,182.6,182.6,182.6,2.0,184.5,2023.0
2710,CS,BCM,163,29,1,-0.6817,185.24,185.46,185.32,4.0,185.0,2024.0
4960,EC,MBC,277,34,2,-0.8594,181.29,186.58,182.2,9.0,180.0,2024.0
4928,CS,BC,261,29,0,-0.7624,185.7,186.6,185.6,5.0,188.0,2024.0
2718,CD,MBC,169,17,2,0.0179,182.88,185.25,183.4,15.0,183.0,2024.0
5010,CS,MBC,301,29,2,-0.55,180.71,186.08,183.35,6.0,179.0,2024.0
1113,IT,BCM,8,57,1,-1.62,184.07,185.52,184.16,6.0,185.0,2024.0
2736,AD,BC,181,0,0,-0.1286,180.75,187.08,183.11,22.0,179.0,2024.0
4972,EC,OC,286,34,5,-4.0833,180.6,185.8,182.11,3.0,177.5,2023.0
2709,EE,BC,162,35,0,-1.4006,179.93,183.84,180.25,12.0,179.5,2024.0
2006,AS,BCM,99,7,1,-2.2632,181.32,182.95,182.03,4.0,180.5,2024.0
1317,EC,MBC,51,34,2,-2.4435,180.41,187.58,182.57,15.0,179.0,2024.0
1118,CS,BC,11,29,0,-0.4471,185.75,187.56,185.6,6.0,189.0,2024.0
4020,EC,BC,249,34,0,-0.5556,177.9,183.1,179.96,4.0,177.0,2023.0
2736,CS,BC,181,29,0,-1.1967,179.58,189.95,183.33,37.0,179.0,2024.0
1317,AL,BC,51,3,0,-3.1378,180.23,185.14,181.92,27.0,180.5,2024.0
2,CR,BC,97,28,0,-2.4234,180.27,184.82,182.08,10.0,180.5,2024.0
1422,IT,OC,72,57,5,-2.2873,180.26,182.62,180.25,5.0,180.5,2024.0
1140,IT,BC,20,57,0,2.2778,182.75,184.55,182.96,4.0,187.0,2024.0
1114,CS,MBC,9,29,2,0.4167,179.2,182.8,181.11,3.0,179.0,2023.0
1317,AD,MBC,51,0,2,-0.6528,179.83,183.88,180.2,19.0,179.0,2024.0
2711,AD,OC,164,0,5,-0.6818,185.21,187.92,186.76,4.0,184.0,2024.0
1211,AD,SC,25,0,6,-3.8136,183.09,183.09,182.18,4.0,180.0,2024.0
5921,CS,BC,322,29,0,-14.0,186.36,188.64,185.32,3.0,179.5,2023.0
1504,IT,MBC,86,57,2,-0.1731,183.85,183.85,183.85,3.0,184.0,2024.0
1211,EE,BCM,25,35,1,-2.7647,181.0,183.67,181.02,6.0,179.5,2024.0
2007,EM,SC,100,39,6,0.8205,183.3,185.94,185.22,10.0,185.0,2024.0
5008,CN,OC,299,26,5,1.3333,182.0,182.6,181.29,4.0,183.0,2023.0
3465,CS,SC,213,29,6,0.6852,178.4,180.9,179.79,5.0,179.0,2024.0
2608,EE,MBC,121,35,2,-2.99,184.99,184.99,184.99,2.0,183.0,2023.0
1430,EC,BC,76,34,0,-2.7175,184.81,184.81,184.81,2.0,183.0,2023.0
5,CH,BC,298,21,0,2.9709,182.48,189.48,187.32,4.0,183.0,2024.0
1014,CS,SC,2,29,6,-2.6925,180.9,184.02,181.74,3.0,178.32,2023.0
4680,EE,BC,257,35,0,-5.25,184.07,184.93,183.68,3.0,181.5,2023.0
2764,AD,OC,199,0,5,1.1379,185.17,188.58,187.72,6.0,187.0,2024.0
1211,FD,BC,25,45,0,-2.9725,182.0,184.83,184.47,6.0,180.0,2023.0
1419,EE,MBC,69,35,2,-2.6364,185.96,186.17,185.82,4.0,185.0,2024.0
1120,CS,SC,12,29,6,2.5,181.5,181.5,181.5,2.0,183.0,2023.0
1304,IT,BCM,43,57,1,-2.2063,180.44,182.44,180.7,7.0,180.5,2024.0
1304,EC,BCM,43,34,1,-6.2143,183.5,184.25,182.57,5.0,179.0,2024.0
3805,CS,MBC,222,29,2,1.17,183.08,185.07,182.12,7.0,187.0,2024.0
2702,AL,OC,157,3,5,-1.7941,182.5,182.92,182.41,7.0,181.0,2024.0
2722,CI,OC,172,22,5,-2.125,181.08,183.04,181.77,7.0,180.0,2024.0
2007,IM,SC,100,55,6,0.049,182.73,187.67,184.71,12.0,185.5,2024.0
2736,IT,BC,181,57,0,-0.2709,181.55,189.6,184.86,9.0,179.5,2024.0
1399,IT,SC,58,57,6,-0.2409,180.06,183.67,180.24,15.0,179.0,2024.0
4931,CS,BC,263,29,0,0.1,180.95,184.6,183.26,7.0,180.0,2024.0
1211,RM,OC,25,88,5,-0.3631,181.58,185.94,183.83,7.0,180.5,2024.0
2636,EC,MBC,142,34,2,-5.0,184.64,184.64,184.64,2.0,182.5,2023.0
4966,CS,BC,282,29,0,0.9167,178.8,181.6,180.44,3.0,179.0,2023.0
1113,CD,OC,8,17,5,-1.0357,181.08,185.38,182.76,5.0,179.5,2024.0
2709,IT,SC,162,57,6,-2.4909,182.08,182.08,181.47,4.0,180.0,2024.0
2735,IT,MBC,180,57,2,1.2278,178.3,180.5,179.76,7.0,180.0,2024.0
2702,SE,BC,157,92,0,-4.1,180.06,184.03,180.55,10.0,177.0,2023.0
2006,PR,BCM,99,84,1,1.4615,183.1,183.1,183.1,3.0,184.5,2024.0
2752,EC,BC,192,34,0,-2.4714,182.86,182.86,182.86,3.0,181.0,2024.0
4670,EC,BC,253,34,0,-2.695,184.3,184.3,184.3,2.0,182.5,2023.0
3464,EC,BC,212,34,0,0.4314,180.25,181.05,180.5,4.0,179.5,2024.0
1211,RM,MBC,25,88,2,-2.2125,183.14,183.81,182.88,3.0,181.5,2023.0
1118,AD,OC,11,0,5,-1.5,183.4,183.4,183.4,2.0,182.5,2023.0
1211,CD,MBC,25,17,2,-1.3375,180.42,183.21,180.74,13.0,179.0,2024.0
2377,CS,SC,117,29,6,-0.685,181.32,187.95,185.02,26.0,181.5,2024.0
2711,AL,OC,164,3,5,-4.5,183.14,183.71,182.73,3.0,181.0,2023.0
3464,CS,BC,212,29,0,1.7865,177.85,183.35,181.41,17.0,179.0,2024.0
4680,EC,BC,257,34,0,1.8462,181.71,188.58,186.5,7.0,179.5,2024.0
3826,IT,BC,233,57,0,-3.5033,181.05,184.5,181.85,5.0,179.5,2024.0
