college_code,branch_code,community,college_enc,branch_enc,community_enc,cutoff_trend,hist_closing,hist_opening,hist_mean,hist_count,last_closing,last_year
1210,AL,MBC,24,3,2,9.5,183.28,183.28,183.28,2.0,187.5,2024.0
2005,CE,BCM,98,18,1,1.9375,185.42,187.0,185.29,3.0,187.5,2024.0
1432,AD,SC,78,0,6,-0.885,184.83,187.69,185.94,3.0,183.5,2024.0
1015,CS,BC,3,29,0,-0.845,185.15,187.3,185.92,3.0,184.0,2024.0
1504,AD,BC,86,0,0,5.0,183.0,186.56,183.92,3.0,187.0,2024.0
2722,AM,MBC,172,4,2,-0.6667,178.61,185.89,181.36,9.0,179.5,2024.0
1014,CS,MBC,2,29,2,-1.75,181.78,185.67,182.54,5.0,180.0,2024.0
1412,IT,BCM,65,57,1,0.6013,186.29,186.81,186.34,3.0,187.0,2024.0
2706,AD,MBC,159,0,2,2.5,183.28,185.22,184.97,4.0,183.5,2024.0
2751,AD,MBC,191,0,2,0.2143,180.22,186.56,183.14,12.0,180.0,2024.0
2708,EC,MBC,161,34,2,5.25,183.5,184.33,184.75,3.0,185.5,2024.0
2608,CS,BCM,121,29,1,7.75,182.78,184.33,182.23,3.0,187.0,2024.0
4974,EC,SC,287,34,6,-4.5,184.69,189.06,185.58,3.0,180.0,2024.0
4,PR,SC,248,84,6,1.7083,181.42,185.75,183.55,9.0,182.5,2024.0
1412,IT,MBC,65,57,2,7.0,183.22,184.56,182.06,4.0,187.0,2024.0
2704,IT,MBC,158,57,2,0.25,184.38,186.25,185.38,3.0,184.0,2024.0
2607,IT,MBC,120,57,2,6.1763,182.91,185.44,182.29,5.0,187.0,2024.0
3807,CS,BC,224,29,0,8.25,182.78,183.89,181.92,3.0,187.0,2024.0
5,CH,MBC,298,21,2,2.75,185.17,185.17,185.17,2.0,187.0,2024.0
1149,EE,BC,21,35,0,-1.95,188.17,188.17,188.17,2.0,186.5,2024.0
3803,CS,BCM,220,29,1,5.25,182.22,183.61,183.75,3.0,184.0,2024.0
2709,EC,OC,162,34,5,0.125,186.12,186.69,186.36,3.0,186.5,2024.0
1211,SC,BCM,25,91,1,-0.75,184.11,186.06,184.96,3.0,183.0,2024.0
2764,BM,MBC,199,10,2,-2.635,183.19,187.83,184.57,3.0,180.0,2024.0
5986,IT,BCM,325,57,1,3.25,183.39,186.72,184.5,3.0,186.5,2024.0
1422,EC,OC,72,34,5,0.375,186.25,186.25,186.25,2.0,186.5,2024.0
2706,EC,MBC,159,34,2,-0.35,186.76,186.76,186.76,2.0,186.5,2024.0
5865,AD,BC,313,0,0,-2.5,186.83,187.39,186.71,3.0,185.5,2024.0
4,CM,ST,248,25,8,-0.3333,186.79,186.79,186.79,2.0,186.5,2024.0
2702,EE,MBC,157,35,2,8.5,182.72,182.72,182.72,2.0,186.5,2024.0
1432,AM,BCM,78,4,1,-4.125,185.94,187.61,185.56,5.0,183.5,2024.0
1216,AL,BC,26,3,0,1.6667,179.17,186.28,183.26,6.0,180.5,2024.0
1419,AD,SC,69,0,6,6.5,183.11,183.11,183.11,2.0,186.0,2024.0
2722,EE,MBC,172,35,2,6.5,183.11,183.11,183.11,2.0,186.0,2024.0
3805,CS,BCM,222,29,1,-11.5,191.11,191.11,191.11,2.0,186.0,2024.0
1432,CO,BCM,78,27,1,0.25,179.72,185.56,182.64,4.0,179.5,2024.0
1,MI,BCM,0,68,1,-1.2183,186.8,187.29,187.62,3.0,186.0,2024.0
1,XM,BCM,0,97,1,0.75,185.5,185.5,185.5,2.0,186.0,2024.0
3819,AD,MBC,230,0,2,4.5,178.56,182.44,181.21,3.0,179.0,2024.0
3826,IT,BCM,233,57,1,-2.0683,187.77,187.77,187.77,2.0,186.0,2024.0
1412,AD,MBC,65,0,2,-0.5833,179.39,189.56,184.19,9.0,180.5,2024.0
2706,AM,BC,159,4,0,2.625,178.11,183.06,179.71,8.0,179.0,2024.0
2377,CE,MBC,117,18,2,1.5,179.56,183.72,181.32,6.0,180.0,2024.0
2712,AD,SC,165,0,6,2.5302,178.61,184.83,180.78,14.0,179.5,2024.0
1432,CB,BCM,78,15,1,1.25,180.5,183.94,182.14,6.0,180.5,2024.0
2764,EE,MBC,199,35,2,-4.25,184.17,190.61,188.12,3.0,185.5,2024.0
1216,SC,BC,26,91,0,1.9286,179.06,184.17,181.23,12.0,179.5,2024.0
5907,CS,BC,317,29,0,1.5,179.89,185.28,182.58,4.0,181.0,2024.0
4969,CS,BC,284,29,0,-0.75,183.89,185.28,184.46,3.0,183.0,2024.0
2734,EC,BC,179,34,0,1.0758,179.47,184.02,182.53,4.0,179.66,2024.0
2726,IT,BC,175,57,0,-7.455,183.67,187.05,184.18,3.0,179.0,2024.0
5,AM,SC,298,4,6,-0.4358,185.31,185.44,185.58,3.0,185.0,2024.0
1399,CS,SCA,58,29,7,-2.75,182.78,185.67,184.22,4.0,181.0,2024.0
3,BP,BCM,202,11,1,2.0,184.11,184.11,184.11,2.0,185.0,2024.0
2006,IY,SC,99,59,6,0.8,180.67,183.44,182.19,6.0,180.0,2024.0
2722,EE,BC,172,35,0,1.6042,178.11,185.0,180.11,20.0,179.0,2024.0
2620,BM,BC,130,10,0,-0.6833,185.59,185.59,185.59,2.0,185.0,2024.0
2764,EE,OC,199,35,5,2.0,184.11,184.11,184.11,2.0,185.0,2024.0
1026,CS,MBC,4,29,2,1.3333,178.33,184.78,181.0,7.0,179.0,2024.0
2369,EC,MBC,116,34,2,1.5875,178.46,183.46,181.86,6.0,179.0,2024.0
4917,EC,BC,260,34,0,2.0,184.11,184.11,184.11,2.0,185.0,2024.0
1211,CH,OC,25,21,5,-3.5,186.56,186.56,186.56,2.0,185.0,2024.0
2708,AE,BCM,161,1,1,-3.0,186.33,186.33,186.33,2.0,185.0,2024.0
1450,EE,OC,83,35,5,3.5,180.33,182.56,182.0,3.0,181.0,2024.0
2005,PR,BCM,98,84,1,6.935,181.92,181.92,181.92,2.0,185.0,2024.0
4971,IT,BC,285,57,0,-0.75,185.56,185.56,185.56,2.0,185.0,2024.0
4023,EC,OC,250,34,5,-1.0,182.92,185.42,183.86,3.0,182.0,2024.0
4020,CS,MBC,249,29,2,0.75,178.78,183.67,180.21,9.0,179.0,2024.0
2715,AG,BC,167,2,0,-0.8617,185.74,185.74,185.74,2.0,185.0,2024.0
2734,CS,OC,179,29,5,-1.125,185.75,185.75,185.75,2.0,185.0,2024.0
3830,EC,OC,235,34,5,0.5,184.28,184.28,184.28,2.0,184.5,2024.0
5008,EC,SCA,299,34,7,6.5,181.61,181.61,181.61,2.0,184.5,2024.0
4928,AD,BC,261,0,0,7.5,181.17,181.17,181.17,2.0,184.5,2024.0
2764,EC,SC,199,34,6,4.5,182.5,182.5,182.5,2.0,184.5,2024.0
1520,IT,BC,94,57,0,2.0,183.61,183.61,183.61,2.0,184.5,2024.0
1,ME,ST,0,65,8,2.125,183.08,183.08,183.08,2.0,184.5,2024.0
2007,CM,SCA,100,25,7,6.0,181.83,181.83,181.83,2.0,184.5,2024.0
3801,CS,MBC,219,29,2,1.6875,178.33,182.92,181.14,3.0,179.0,2024.0
1113,EC,SC,8,34,6,0.1875,184.38,184.38,184.43,3.0,184.5,2024.0
2613,EC,MBC,125,34,2,-0.25,184.69,184.69,184.69,2.0,184.5,2024.0
3830,EC,BCM,235,34,1,-1.5,185.17,185.17,185.17,2.0,184.5,2024.0
1516,EC,SC,92,34,6,4.0,178.83,181.61,180.86,3.0,179.5,2024.0
2722,AD,BCM,172,0,1,-1.635,182.74,185.61,183.99,7.0,182.5,2024.0
4680,CS,MBC,257,29,2,0.1667,181.39,183.61,182.63,4.0,180.5,2024.0
1120,CS,BCM,12,29,1,5.1667,181.39,183.17,180.85,4.0,184.5,2024.0
4962,IT,OC,279,57,5,2.875,180.33,182.28,181.9,5.0,181.0,2024.0
1504,CS,BCM,86,29,1,-4.0,187.5,187.5,187.5,2.0,184.5,2024.0
4670,AD,BC,253,0,0,-1.25,180.83,186.28,183.56,4.0,181.5,2024.0
2736,CS,OC,181,29,5,3.25,179.56,182.06,181.32,3.0,180.0,2024.0
1304,AD,BCM,43,0,1,-3.3333,182.33,185.39,183.65,6.0,181.0,2024.0
2377,EE,SC,117,35,6,3.4583,178.95,181.83,181.22,4.0,179.33,2024.0
5901,ME,BCM,314,65,1,0.75,184.0,184.0,184.0,2.0,184.5,2024.0
2005,CE,SC,98,18,6,2.0183,178.33,183.39,181.34,8.0,179.0,2024.0
2329,AM,OC,106,4,5,-1.0,184.94,184.94,184.94,2.0,184.5,2024.0
1304,SC,MBC,43,91,2,7.5,181.17,181.17,181.17,2.0,184.5,2024.0
2723,AD,MBC,173,0,2,-0.75,184.56,184.56,184.56,2.0,184.0,2024.0
2611,IT,BC,124,57,0,-1.485,184.84,185.2,184.49,3.0,183.5,2024.0
2006,IM,ST,99,55,8,-2.605,185.16,185.16,185.16,2.0,184.0,2024.0
1422,AD,BCM,72,0,1,-1.5,183.56,185.78,184.92,3.0,184.0,2024.0
2735,EC,BC,180,34,0,0.5833,178.11,184.0,180.58,9.0,179.0,2024.0
2653,EC,MBC,152,34,2,3.5,178.56,181.33,180.5,3.0,179.0,2024.0
5842,CS,BC,311,29,0,0.875,178.39,184.22,181.24,8.0,179.5,2024.0
1399,CE,OC,58,18,5,1.5,183.33,183.33,183.33,2.0,184.0,2024.0
2709,EE,MBC,162,35,2,2.5,178.33,181.56,179.69,8.0,179.0,2024.0
2722,SC,OC,172,91,5,0.6667,183.33,184.0,183.53,4.0,184.0,2024.0
1113,EV,OC,8,42,5,0.5,182.22,183.33,182.86,3.0,182.0,2024.0
2005,PR,OC,98,84,5,-0.75,184.56,184.56,184.56,2.0,184.0,2024.0
4965,CS,BC,281,29,0,-1.795,184.59,185.93,186.44,4.0,183.5,2024.0
1399,SC,SC,58,91,6,-3.6667,178.78,187.06,182.61,5.0,179.0,2024.0
2634,AD,BC,141,0,0,-3.8711,183.94,186.44,183.53,4.0,180.0,2024.0
1113,EV,BC,8,42,0,-0.0952,178.33,184.61,180.9,10.0,179.0,2024.0
3804,AD,BCM,221,0,1,3.5,181.94,181.94,181.94,2.0,183.5,2024.0
2752,CS,BC,192,29,0,-2.9228,182.48,185.34,182.2,4.0,179.5,2024.0
2739,IT,BCM,183,57,1,1.5,181.28,182.39,182.07,3.0,181.5,2024.0
1113,EA,BC,8,33,0,0.05,178.56,183.28,181.14,15.0,179.0,2024.0
2007,EY,SC,100,44,6,2.3333,178.78,181.28,180.34,4.0,179.0,2024.0
4,RA,SCA,248,87,7,-1.0,183.75,183.75,183.75,2.0,183.0,2024.0
2006,CG,SCA,99,20,7,-2.0,183.0,184.78,184.23,3.0,183.0,2024.0
1112,AL,BC,7,3,0,2.5,181.22,183.0,181.24,4.0,183.0,2024.0
1432,AD,BCM,78,0,1,-6.6,180.89,187.44,185.13,11.0,180.0,2024.0
2712,AD,SCA,165,0,7,0.5,182.78,182.78,182.78,2.0,183.0,2024.0
4944,EE,BC,268,35,0,-3.1467,185.7,185.7,185.7,2.0,183.0,2024.0
2725,CS,BC,174,29,0,1.6667,178.56,181.67,180.09,5.0,179.0,2024.0
2727,AD,MBC,176,0,2,4.0,181.22,181.22,181.22,2.0,183.0,2024.0
2727,AL,BC,176,3,0,-1.9933,184.71,184.71,184.71,2.0,183.0,2024.0
4962,IT,BCM,279,57,1,0.0992,178.83,185.0,181.62,7.0,179.5,2024.0
1414,IT,BCM,67,57,1,4.4,181.04,181.04,181.04,2.0,183.0,2024.0
1116,EC,BC,10,34,0,-8.5,186.78,186.78,186.78,2.0,183.0,2024.0
5009,EC,BC,300,34,0,-1.215,184.04,184.04,184.04,2.0,183.0,2024.0
3807,EC,MBC,224,34,2,2.1667,179.78,181.44,181.21,4.0,180.0,2024.0
2715,AD,MBC,167,0,2,-3.0,183.39,184.28,184.35,3.0,182.5,2024.0
4962,CS,SC,279,29,6,-6.75,184.28,186.72,186.65,3.0,182.5,2024.0
5910,AD,MBC,318,0,2,-0.25,181.44,182.28,181.82,3.0,181.0,2024.0
1325,CS,BC,56,29,0,-2.1667,184.36,184.36,184.36,2.0,182.5,2024.0
2722,EC,BCM,172,34,1,2.6667,180.5,182.72,180.62,4.0,182.5,2024.0
2357,AD,BC,113,0,0,-2.2125,182.73,184.56,183.65,4.0,181.0,2024.0
2706,SC,BC,159,91,0,2.6667,179.33,180.72,180.61,4.0,180.0,2024.0
4,EM,ST,248,39,8,-2.0,184.0,184.0,184.0,2.0,182.5,2024.0
2357,AG,BC,113,2,0,-2.0567,184.26,184.26,184.26,2.0,182.5,2024.0
1149,AD,MBC,21,0,2,-1.875,182.69,183.62,183.16,4.0,181.0,2024.0
4971,CS,MBC,285,29,2,-2.0833,179.78,186.06,182.39,5.0,180.0,2024.0
2764,CH,MBC,199,21,2,-1.0,182.94,182.94,182.94,2.0,182.5,2024.0
2739,AM,BCM,183,4,1,5.5,180.06,180.06,180.06,2.0,182.5,2024.0
1321,PA,MBC,53,77,2,1.0,181.83,181.83,181.83,2.0,182.5,2024.0
1309,EC,BCM,46,34,1,4.5,180.5,180.5,180.5,2.0,182.5,2024.0
1219,EE,BCM,29,35,1,-0.3333,180.89,182.28,181.74,4.0,180.0,2024.0
2752,EC,MBC,192,34,2,-1.1875,182.83,183.25,182.68,3.0,182.0,2024.0
1317,EC,SC,51,34,6,1.0,182.06,182.06,182.06,2.0,182.5,2024.0
2,PM,SC,97,81,6,-2.0794,181.4,183.9,181.9,4.0,179.0,2024.0
2723,AD,BC,173,0,0,1.4167,180.44,182.67,180.83,7.0,182.0,2024.0
4971,AD,MBC,285,0,2,-3.25,180.22,186.67,184.0,3.0,182.0,2024.0
4680,SC,BC,257,91,0,-1.0,182.44,182.44,182.44,2.0,182.0,2024.0
5,EE,BC,298,35,0,-1.4872,183.2,183.33,184.43,4.0,182.0,2024.0
1,XC,SC,0,96,6,-2.5,181.44,183.31,181.65,3.0,179.0,2024.0
2618,AD,BCM,129,0,1,4.5,178.94,179.78,180.55,4.0,180.5,2024.0
1420,CS,BC,70,29,0,-4.2633,185.65,185.65,185.65,2.0,182.0,2024.0
4960,CE,BC,277,18,0,-4.0,184.19,184.81,183.35,3.0,181.0,2024.0
2,CR,MBC,97,28,2,-1.5,183.12,183.12,183.12,2.0,182.0,2024.0
1311,EC,BC,48,34,0,0.0,182.0,182.0,182.0,2.0,182.0,2024.0
2764,IT,BCM,199,57,1,-5.8333,185.19,186.12,183.28,4.0,180.5,2024.0
5,ME,SC,298,65,6,-0.6875,182.46,182.46,182.46,2.0,182.0,2024.0
1450,ME,BC,83,65,0,-9.25,182.78,186.44,184.61,4.0,179.0,2024.0
2764,EC,BCM,199,34,1,-1.25,180.61,182.0,181.11,3.0,179.5,2024.0
2007,IM,SCA,100,55,7,2.5,180.89,180.89,180.89,2.0,182.0,2024.0
2719,EE,BC,170,35,0,3.2,178.39,180.22,179.92,7.0,179.5,2024.0
1321,MN,SC,53,69,6,0.125,180.54,181.79,181.2,3.0,180.5,2024.0
2377,CS,SCA,117,29,7,-2.3333,180.78,182.44,181.16,4.0,179.0,2024.0
5942,IT,BC,324,57,0,-1.0,182.44,182.44,182.44,2.0,182.0,2024.0
2025,EC,BCM,101,34,1,-3.3125,184.21,184.21,184.21,2.0,182.0,2024.0
2712,IT,SC,165,57,6,-2.875,178.11,184.22,181.2,7.0,179.0,2024.0
1128,AD,MBC,18,0,2,-1.75,183.17,183.17,183.17,2.0,182.0,2024.0
2734,CD,BC,179,17,0,-0.79,181.96,182.16,181.94,3.0,181.53,2024.0
2726,FD,BC,175,45,0,-1.725,183.02,183.02,183.02,2.0,181.54,2024.0
2751,AD,OC,191,0,5,-1.875,182.75,182.75,182.75,2.0,181.5,2024.0
2006,PN,MBC,99,82,2,-0.625,179.67,181.28,180.3,6.0,179.0,2024.0
1122,AD,BC,14,0,0,1.0,181.06,181.06,181.06,2.0,181.5,2024.0
5008,CW,SC,299,31,6,3.0,178.39,179.94,178.95,7.0,179.5,2024.0
4974,ME,BC,287,65,0,-3.1667,180.78,182.17,180.5,4.0,179.0,2024.0
1113,EC,BCM,8,34,1,-2.0,183.0,183.0,183.0,2.0,181.5,2024.0
2722,SC,BCM,172,91,1,4.0,179.72,179.72,179.72,2.0,181.5,2024.0
1013,CS,OC,1,29,5,-1.7117,182.97,182.97,182.97,2.0,181.5,2024.0
1112,EC,MBC,7,34,2,1.0,179.92,180.75,180.64,3.0,180.5,2024.0
2723,BM,BC,173,10,0,-2.3228,182.79,183.97,186.42,7.0,181.5,2024.0
1113,EA,MBC,8,33,2,-1.875,178.11,184.17,180.91,6.0,179.0,2024.0
1211,CD,BCM,25,17,1,1.0,181.06,181.06,181.06,2.0,181.5,2024.0
4672,CS,MBC,254,29,2,-2.0,182.39,182.39,182.39,2.0,181.5,2024.0
1411,CS,MBC,64,29,2,-0.125,180.06,182.78,181.59,4.0,181.5,2024.0
1113,EA,OC,8,33,5,-2.0,182.39,182.39,182.73,3.0,181.5,2024.0
2750,AG,BC,190,2,0,-2.0933,183.29,183.29,183.29,2.0,181.5,2024.0
1315,IT,SCA,49,57,7,2.25,180.11,180.39,180.61,3.0,181.0,2024.0
1216,CI,BC,26,22,0,-6.5,183.89,183.89,183.89,2.0,181.0,2024.0
1434,AG,MBC,79,2,2,-8.5,184.78,184.78,184.78,2.0,181.0,2024.0
2329,BT,BC,106,13,0,-2.0217,182.73,182.73,182.73,2.0,181.0,2024.0
5008,EE,SCA,299,35,7,3.5,179.44,179.44,179.44,2.0,181.0,2024.0
1311,SC,BC,48,91,0,1.5,180.33,180.33,180.33,2.0,181.0,2024.0
4917,AD,BC,260,0,0,-11.0,185.89,185.89,185.89,2.0,181.0,2024.0
2739,CO,MBC,183,27,2,3.0,178.89,179.44,179.64,3.0,180.0,2024.0
2618,IT,OC,129,57,5,-3.75,183.81,183.81,183.81,2.0,181.0,2024.0
2005,EI,SC,98,37,6,2.0,178.67,180.33,179.68,6.0,180.0,2024.0
1412,ME,MBC,65,65,2,1.0,180.56,180.56,180.56,2.0,181.0,2024.0
2357,EC,MBC,113,34,2,1.5,180.0,180.0,180.0,2.0,181.0,2024.0
3806,IT,MBC,223,57,2,-3.25,182.62,183.25,182.0,3.0,180.0,2024.0
2006,FY,MBC,99,48,2,2.0,179.33,179.89,179.93,3.0,180.0,2024.0
5022,CS,BC,304,29,0,-2.6817,183.3,183.3,183.3,2.0,181.0,2024.0
1322,AE,MBC,54,1,2,-2.5,179.89,184.33,182.54,3.0,181.0,2024.0
4982,CS,BC,292,29,0,-6.0,185.5,185.5,185.5,2.0,181.0,2024.0
3011,EC,SC,203,34,6,-1.1875,181.79,181.79,181.79,2.0,181.0,2024.0
5009,CS,SC,300,29,6,-2.1567,182.85,182.85,182.85,2.0,181.0,2024.0
2007,CL,MBC,100,24,2,0.5,179.28,180.28,179.83,5.0,179.5,2024.0
2673,CS,MBC,155,29,2,3.5,178.94,178.94,178.94,2.0,180.5,2024.0
2702,AL,MBC,157,3,2,1.1667,178.11,180.28,179.26,5.0,179.0,2024.0
2711,AD,BCM,164,0,1,-3.625,182.62,183.31,182.97,4.0,180.0,2024.0
2,CH,SCA,97,21,7,-2.8467,182.94,182.94,182.94,2.0,180.5,2024.0
3425,CS,BC,209,29,0,-5.5,182.94,182.94,182.94,2.0,180.5,2024.0
5009,CS,OC,300,29,5,-2.2433,182.42,182.42,182.42,2.0,180.5,2024.0
1408,AL,MBC,62,3,2,-2.5,182.38,182.38,182.38,2.0,180.5,2024.0
2722,EE,OC,172,35,5,0.0,180.5,180.5,180.5,2.0,180.5,2024.0
1216,AL,OC,26,3,5,1.8333,178.56,179.39,179.45,4.0,179.0,2024.0
1422,CS,SC,72,29,6,0.5,180.28,180.28,180.28,2.0,180.5,2024.0
5910,SC,BC,318,91,0,-0.5,180.72,180.72,180.72,2.0,180.5,2024.0
1309,AD,MBC,46,0,2,2.25,178.33,179.17,179.11,3.0,179.0,2024.0
2751,EC,BCM,191,34,1,2.5,179.39,179.39,179.39,2.0,180.5,2024.0
2643,AD,BC,145,0,0,-2.25,182.19,182.19,182.19,2.0,180.5,2024.0
2764,MZ,BC,199,76,0,2.5,178.61,179.17,179.58,5.0,179.5,2024.0
1324,SC,OC,55,91,5,-3.3333,180.72,182.94,182.85,4.0,180.5,2024.0
2601,BT,BC,118,13,0,-3.365,182.7,184.07,184.99,3.0,180.5,2024.0
3807,EC,BC,224,34,0,0.75,179.28,179.83,179.62,5.0,179.5,2024.0
4955,EC,BCM,274,34,1,-2.75,182.56,182.56,182.56,2.0,180.5,2024.0
2734,IT,BC,179,57,0,0.67,179.87,179.87,179.87,2.0,180.17,2024.0
1422,EE,BC,72,35,0,-2.9167,182.0,183.0,183.89,3.0,180.0,2024.0
5910,AD,BCM,318,0,1,-2.5,179.33,182.89,181.54,3.0,180.0,2024.0
2006,PS,BC,99,85,0,-2.579,181.0,182.55,183.37,7.0,179.0,2024.0
1309,CE,BC,46,18,0,1.25,179.17,179.17,179.17,2.0,180.0,2024.0
3701,IT,BC,215,57,0,-7.5,183.33,183.33,183.33,2.0,180.0,2024.0
1408,AD,BC,62,0,0,-1.25,178.89,182.22,180.77,3.0,180.0,2024.0
5910,EC,BCM,318,34,1,-0.25,178.89,181.33,180.15,3.0,180.0,2024.0
4,RP,BCM,248,89,1,2.25,178.89,179.11,178.62,3.0,180.0,2024.0
2025,AD,BCM,101,0,1,-4.5,182.0,182.0,182.0,2.0,180.0,2024.0
1210,EC,MBC,24,34,2,1.25,179.11,179.78,179.23,3.0,180.0,2024.0
2718,AD,SC,169,0,6,0.25,178.67,181.11,179.85,3.0,180.0,2024.0
2706,SC,OC,159,91,5,2.5,178.89,178.89,178.89,2.0,180.0,2024.0
1316,CH,BC,50,21,0,0.75,179.5,179.5,179.5,2.0,180.0,2024.0
5904,IT,BC,316,57,0,-4.75,181.72,182.0,181.11,3.0,179.5,2024.0
1324,IT,MBC,55,57,2,-4.75,183.56,183.56,183.56,2.0,180.0,2024.0
2739,CB,MBC,183,15,2,0.0,179.22,179.78,179.5,3.0,179.0,2024.0
1226,EC,MBC,32,34,2,0.5,179.28,179.28,179.28,2.0,179.5,2024.0
2651,AD,BC,150,0,0,-1.5,180.17,180.17,180.17,2.0,179.5,2024.0
4955,CS,BCM,274,29,1,-10.25,183.67,183.94,182.18,3.0,179.0,2024.0
2006,MY,MBC,99,75,2,-2.5,181.64,181.64,181.64,2.0,179.5,2024.0
1210,AD,SC,24,0,6,-4.0,181.28,181.28,181.28,2.0,179.5,2024.0
2711,IT,BCM,164,57,1,-5.0,183.25,183.25,181.81,3.0,179.5,2024.0
2711,EC,BCM,164,34,1,-5.0,179.06,184.39,182.58,3.0,179.5,2024.0
5865,EC,BC,313,34,0,-0.5,179.83,179.83,179.83,2.0,179.5,2024.0
3701,EC,BC,215,34,0,-4.2033,183.1,183.1,183.1,2.0,179.5,2024.0
2302,AD,MBC,102,0,2,-2.2733,181.45,181.45,181.45,2.0,179.5,2024.0
2764,IT,SC,199,57,6,-6.5,182.39,182.39,182.39,2.0,179.5,2024.0
2745,CS,BC,187,29,0,-7.5,182.83,182.83,182.83,2.0,179.5,2024.0
2634,CS,BC,141,29,0,-4.0,182.5,182.5,182.5,2.0,179.5,2024.0
1026,EC,BC,4,34,0,-2.4733,181.19,181.55,180.49,3.0,179.0,2024.0
5009,CS,MBC,300,29,2,-1.677,178.11,181.34,180.37,7.0,179.0,2024.0
3011,EC,BCM,203,34,1,-1.0,179.94,179.94,179.94,2.0,179.5,2024.0
4981,CS,BC,291,29,0,-3.5,178.61,185.72,181.97,4.0,179.5,2024.0
2653,EC,BCM,152,34,1,2.5,178.39,178.39,178.39,2.0,179.5,2024.0
2739,EE,OC,183,35,5,-0.25,179.28,179.94,179.65,3.0,179.5,2024.0
4678,CE,MBC,256,18,2,0.75,179.0,179.0,179.0,2.0,179.5,2024.0
2656,AD,SC,153,0,6,-1.0,178.61,181.72,180.21,4.0,179.5,2024.0
2726,AO,BC,175,5,0,-2.2617,181.06,181.25,180.35,3.0,179.08,2024.0
3011,PH,MBC,203,80,2,-3.5933,182.08,182.08,182.08,2.0,179.0,2024.0
2709,IT,BCM,162,57,1,2.0,178.11,178.11,178.11,2.0,179.0,2024.0
2610,CS,MBC,123,29,2,-1.625,180.08,180.08,180.08,2.0,179.0,2024.0
1315,CS,ST,49,29,8,-3.0,181.25,181.25,181.25,2.0,179.0,2024.0
3826,CS,OC,233,29,5,-10.5,183.67,183.67,183.67,2.0,179.0,2024.0
1304,SC,BCM,43,91,1,-1.5,179.67,179.67,179.67,2.0,179.0,2024.0
5008,ME,SC,299,65,6,-2.75,179.89,180.56,180.69,3.0,179.0,2024.0
1112,CB,OC,7,15,5,-0.5,179.22,179.22,179.22,2.0,179.0,2024.0
1149,CS,BCM,21,29,1,0.1667,178.11,180.56,178.88,4.0,179.0,2024.0
1516,CS,SC,92,29,6,-3.0858,181.1,181.6,182.97,4.0,179.0,2024.0
2,TX,BCM,97,95,1,-2.9983,181.57,181.57,181.57,2.0,179.0,2024.0
1149,AD,BC,21,0,0,-6.935,182.08,182.08,182.08,2.0,179.0,2024.0
1128,AD,OC,18,0,5,0.0,179.0,179.0,179.0,2.0,179.0,2024.0
4974,ME,BCM,287,65,1,-2.75,180.83,180.83,180.83,2.0,179.0,2024.0
1432,ME,BC,78,65,0,-2.375,178.56,181.44,180.81,5.0,179.0,2024.0
2729,AE,OC,177,1,5,-0.5,179.22,179.22,179.22,2.0,179.0,2024.0
2719,AD,BCM,170,0,1,-1.5,179.0,180.33,179.92,3.0,179.0,2024.0
2006,PS,MBC,99,85,2,-2.4467,181.1,181.1,181.1,2.0,179.0,2024.0
3807,IT,BC,224,57,0,-10.0,183.44,183.44,183.44,2.0,179.0,2024.0
1113,CD,MBC,8,17,2,-0.8333,178.33,180.78,179.59,4.0,179.0,2024.0
1413,CS,OC,66,29,5,-0.5,179.33,179.33,179.33,2.0,179.0,2024.0
2764,CB,MBC,199,15,2,-5.5,182.94,183.31,185.0,3.0,179.0,2024.0
